,sid
33082,10
32155,10
31525,10
13450,10
10050,10
29001,10
23967,10
14226,10
2899,10
27013,10
19896,10
21155,10
18319,10
14255,10
23202,10
12189,10
14637,10
11401,10
7338,10
26975,10
2453,10
26277,10
8007,10
25892,10
21378,10
19745,10
28324,10
20768,10
33176,10
4750,10
15534,10
33156,10
18082,10
5526,10
9359,10
7822,10
13202,10
4947,10
12424,10
28331,10
30620,10
5260,10
10563,10
3215,10
9870,10
4435,10
20442,10
3882,10
21849,10
16013,10
15501,10
33621,10
13743,10
24473,10
3027,10
30882,10
13994,10
31011,10
12096,10
19746,10
33155,10
32926,10
16714,10
15148,10
19363,10
33738,10
29312,10
7343,10
11152,10
23886,10
28459,10
27942,10
394,10
1196,10
32553,10
9890,10
3987,10
14506,10
23384,10
30558,10
27809,10
32923,10
19247,10
28548,10
5256,10
14733,10
6475,10
10705,10
32189,10
33089,10
468,10
27783,10
25770,10
12716,10
5768,10
4261,10
29858,10
26242,10
9573,9
13345,9
25927,9
15912,9
12789,9
4920,9
9991,9
10783,9
34134,9
25926,9
26172,9
13558,9
19175,9
20215,9
12038,9
1611,9
26691,9
25852,9
19015,9
27901,9
23907,9
6407,9
21474,9
49,9
826,9
2496,9
4349,9
4172,9
24666,9
22053,9
8734,9
22888,9
24100,9
33576,9
32103,9
34395,9
22772,9
6459,9
16943,9
18252,9
5475,9
20331,9
8169,9
312,9
6650,9
4603,9
12828,9
1046,9
14266,9
22544,9
4632,9
30020,9
12201,9
241,9
32011,9
30945,9
3836,9
32052,9
11070,9
8222,9
26104,9
13117,9
26662,9
22333,9
1964,9
23057,9
31049,9
17203,9
6386,9
13132,9
8442,9
7192,9
30782,9
32568,9
20900,9
15347,9
14365,9
20539,9
30451,9
16441,9
10152,9
9802,9
29621,9
20731,9
11172,9
18165,9
34068,9
27175,9
5446,9
31999,9
27715,9
11087,9
21748,9
27574,9
31984,9
26422,9
27056,9
13353,9
7722,9
21262,9
20573,9
4012,9
10827,9
20750,9
30692,9
14921,9
18526,9
10799,9
6697,9
24128,9
7019,9
559,9
16914,9
21920,9
25330,9
33579,9
19965,9
16119,9
31784,9
24943,9
11003,9
2362,9
24545,9
9038,9
14070,9
87,9
10560,9
20572,9
10805,9
6970,9
31807,9
31968,9
1349,9
5551,9
29495,9
27709,9
444,9
25148,9
6892,9
27057,9
27444,9
1100,9
14654,9
30757,9
9746,9
12369,9
20747,9
32765,9
34089,9
22282,9
7521,9
5888,9
1584,9
17321,9
14756,9
16303,9
13133,9
33850,9
16881,9
25454,9
17674,9
8777,9
10824,9
13294,9
32861,9
27464,9
20815,9
11317,9
30786,9
17438,9
11807,9
21532,9
3500,9
10180,9
23581,9
15679,9
13123,9
22322,9
30479,9
34577,9
4352,9
9538,9
1453,9
20273,9
15901,9
33042,9
4864,9
28469,9
12730,9
25660,9
31030,9
3049,9
29106,9
15889,9
1848,9
16811,9
13840,9
3671,9
29669,9
33553,9
22515,9
14693,9
8632,9
2086,9
27124,9
12604,9
17888,9
8513,9
32293,9
34220,9
22074,9
18784,9
26952,9
26893,9
25131,9
5448,9
30275,9
25517,9
23347,9
33784,9
27445,9
16190,9
1890,9
11848,9
21769,9
9801,9
14180,9
24399,9
23914,9
7420,9
15095,9
25505,9
25111,9
26084,9
11705,9
7758,9
25965,9
1613,9
31765,9
4181,9
34558,9
5885,9
23056,9
26421,9
29670,9
34578,9
9246,9
11295,9
27917,9
6400,9
20388,9
18764,9
3841,9
20198,9
33291,9
10062,9
588,9
14364,9
12039,9
15610,9
3159,9
27712,9
9298,9
23913,9
2306,9
956,9
11174,9
18225,9
28224,9
7619,9
8455,9
16365,9
15927,9
19039,9
5960,9
10270,9
9668,9
12132,9
3148,9
3005,9
24093,9
18961,9
10150,9
2075,9
29942,9
31778,9
28999,9
10327,9
15103,9
12090,9
19489,9
23465,9
13636,9
17847,9
3321,9
31267,9
33336,9
32825,9
12882,9
7658,9
33143,9
14895,9
596,9
5370,9
22107,9
9213,9
22623,9
19820,9
19895,9
24387,9
6903,9
18175,9
33000,9
5545,9
6979,9
9126,9
26869,9
23078,9
33104,9
28918,9
31055,9
20897,9
27471,9
6702,9
8516,9
22944,9
17773,9
26948,9
21359,9
18337,9
34536,9
23135,9
25181,9
30540,9
6906,9
18284,9
30570,9
29159,9
13240,9
29949,9
22836,9
4691,9
2918,9
15443,9
24883,9
26472,9
4072,9
2640,9
5990,9
31996,9
3903,9
32742,9
24608,9
11860,9
24393,9
24307,9
4694,9
13153,9
34222,9
12530,9
26367,9
18339,9
937,9
15854,9
30755,9
23642,9
22499,9
21315,9
6460,9
20723,9
28919,9
9975,9
26597,9
27460,9
5653,9
28410,9
15676,9
15601,9
12717,9
7723,9
10670,9
8279,9
30717,9
13552,9
33253,9
30970,9
11588,9
29944,9
1268,9
33211,9
14879,9
19711,9
20844,9
6987,9
6390,9
20477,9
10170,9
19362,9
19823,9
18870,9
19546,9
10269,9
13555,9
21542,9
31994,9
19311,9
28492,9
5201,9
11821,9
6465,9
14932,9
27620,9
29435,9
32998,9
870,9
536,9
11107,9
322,9
19265,9
3904,9
33510,9
3666,9
14578,9
4426,9
41,9
501,9
26949,9
24900,9
30129,9
15276,9
29945,9
12641,9
32836,9
7249,9
8272,9
22443,9
84,9
28186,9
32829,9
4599,9
930,9
30457,9
1344,9
24490,9
8517,9
3097,9
5053,9
34023,9
15183,9
33624,9
833,9
18427,9
15088,9
27558,9
834,9
21320,9
27743,9
18760,9
17952,9
24596,9
28998,9
11862,9
18358,9
20332,9
21245,9
30568,9
23079,9
14145,9
23477,9
19486,9
19984,9
33506,9
17716,9
26359,9
24830,9
14791,9
16736,9
10487,9
31717,9
18785,9
28484,9
5948,9
24082,9
764,9
22052,9
4862,9
4523,9
13740,9
10087,9
29030,9
13864,9
14892,9
22381,9
26030,9
18163,9
28710,9
33069,9
19698,9
18524,9
16187,9
33274,9
29941,9
23068,9
8644,9
7416,9
19880,9
12089,9
7213,9
15612,9
327,9
13044,9
22257,9
20288,9
754,9
12799,9
24314,9
15341,9
16423,9
11622,9
16402,9
25455,9
8526,9
21755,9
6398,9
24547,9
17657,9
19306,9
33517,9
17455,9
16455,9
14703,9
18502,9
29439,9
6169,9
19192,9
32585,9
13047,9
26086,9
12873,9
11513,9
1851,9
13562,9
1276,9
26155,9
32499,9
33288,9
32296,9
24902,9
27174,9
5985,9
6473,9
10562,9
31808,9
9973,9
11247,9
12817,9
1109,9
2638,9
33005,9
3824,9
11177,9
8959,9
9646,9
33625,9
3941,9
21598,9
29437,9
10998,9
33507,9
33765,9
30972,9
11248,9
5617,9
6461,9
13052,9
14649,9
23793,9
20729,9
21833,9
9812,9
19821,9
22776,9
8439,9
20916,9
21011,9
28249,9
2299,9
2600,9
6698,9
31592,9
31665,9
28467,9
22618,9
6986,9
3832,9
25451,9
10683,9
26418,9
16294,9
20516,9
25343,9
30965,9
23058,9
27390,9
18977,9
18471,9
33337,9
9638,9
30759,9
34275,9
7486,9
29278,9
33799,9
25180,9
29693,9
12780,9
10494,9
23407,9
829,9
7498,9
27382,9
19365,9
28592,9
23584,9
18974,9
5567,9
4690,9
5360,9
15100,9
5439,9
9568,9
1383,9
20721,9
26366,9
13633,9
23009,9
18012,9
22256,9
7674,9
7208,9
14763,9
32509,9
20211,9
25637,9
16371,9
34605,9
23010,9
3835,9
24392,9
1380,9
17834,9
12023,9
22055,9
26046,9
30474,9
14635,9
16936,9
21286,9
26553,9
13150,9
19943,9
13084,9
15849,9
15133,9
9633,9
497,9
16306,9
3355,9
9502,9
12777,9
26701,9
12208,9
34570,9
33831,9
16676,9
18194,9
20243,9
32533,9
10309,9
1818,9
28154,9
16157,9
14887,9
21264,9
33546,9
14621,9
14406,9
31510,9
29463,9
26964,9
18768,9
32703,9
11170,9
17681,9
8626,9
6578,9
1872,9
11548,9
5978,9
3929,9
30550,9
28501,9
7962,9
24403,9
5915,9
4910,9
30767,9
17480,9
11049,9
11680,9
12572,9
3105,9
3646,9
7740,9
24916,9
15644,9
24412,9
10810,9
1568,9
5913,9
16951,9
1591,9
26459,9
25059,9
12570,9
32170,9
29627,9
29458,9
31524,9
27576,9
5973,9
8984,9
33083,9
4134,9
15911,9
27921,9
14371,9
18481,9
11184,9
21782,9
25383,9
849,9
30996,9
811,9
9267,9
13881,9
33249,9
28949,9
17975,9
25021,9
3126,9
18406,9
26163,9
28210,9
7590,9
15660,9
3134,9
27706,9
17232,9
25659,9
23840,9
7228,9
11054,9
6936,9
26025,9
17463,9
20827,9
1461,9
29014,9
25018,9
31062,9
29015,9
7958,9
15145,9
18205,9
19283,9
17401,9
10515,9
24858,9
3918,9
26907,9
6127,9
13072,9
28603,9
31309,9
33844,9
2839,9
6445,9
13584,9
8774,9
17848,9
16870,9
6721,9
27931,9
32850,9
26703,9
24654,9
18771,9
20252,9
7745,9
16305,9
30691,9
21796,9
4673,9
32851,9
22814,9
12848,9
30796,9
16459,9
18506,9
20553,9
22600,9
22352,9
12357,9
67,9
29984,9
20978,9
27644,9
34386,9
34053,9
15634,9
13660,9
19740,9
22088,9
4908,9
21791,9
10001,9
33098,9
20552,9
14838,9
19792,9
20754,9
22803,9
5187,9
2329,9
933,9
33332,9
20031,9
7983,9
21067,9
17249,9
31574,9
11802,9
23087,9
9500,9
12337,9
24359,9
18879,9
3865,9
2624,9
16830,9
18704,9
18212,9
26400,9
14686,9
28951,9
22301,9
3862,9
9266,9
27988,9
21946,9
8532,9
28960,9
20478,9
10514,9
5158,9
3928,9
33543,9
15120,9
1968,9
15921,9
24402,9
6932,9
5684,9
16311,9
15710,9
34055,9
11612,9
7746,9
27424,9
7605,9
31656,9
31822,9
25941,9
34214,9
20533,9
1308,9
2468,9
34211,9
27951,9
8492,9
1826,9
3875,9
21033,9
25653,9
4394,9
16213,9
291,9
22824,9
15932,9
4897,9
29629,9
22579,9
22819,9
23848,9
6643,9
20018,9
9716,9
547,9
16164,9
23481,9
22313,9
11190,9
32605,9
12578,9
14885,9
12863,9
6207,9
31527,9
7231,9
14126,9
16945,9
11556,9
10028,9
32093,9
6052,9
13607,9
27480,9
25141,9
29990,9
19509,9
33605,9
22878,9
14119,9
22957,9
26671,9
33592,9
6433,9
11053,9
26456,9
4667,9
6955,9
8112,9
808,9
292,9
3107,9
6439,9
3364,9
1008,9
13860,9
25596,9
5924,9
32042,9
17709,9
21804,9
27947,9
5412,9
14115,9
17755,9
13600,9
13728,9
20268,9
1875,9
10531,9
4388,9
31017,9
5969,9
26923,9
33590,9
16686,9
8016,9
23601,9
21498,9
7462,9
15933,9
2853,9
13603,9
1319,9
29117,9
3366,9
33091,9
1828,9
28457,9
18220,9
26969,9
24920,9
6480,9
11836,9
10302,9
14396,9
22968,9
27434,9
21932,9
33842,9
34210,9
16687,9
7601,9
15138,9
29533,9
2107,9
19375,9
22524,9
33321,9
27436,9
33331,9
23091,9
31287,9
3868,9
4517,9
18364,9
11567,9
6564,9
21477,9
17174,9
3371,9
3575,9
11035,9
2847,9
32037,9
29988,9
9006,9
15149,9
26386,9
20532,9
30138,9
15336,9
13100,9
12059,9
30992,9
1080,9
27410,9
1457,9
22363,9
3054,9
24342,9
18196,9
7741,9
29535,9
18424,9
1367,9
56,9
31144,9
14618,9
21851,9
32300,9
19294,9
25949,9
27482,9
20010,9
34229,9
34061,9
27920,9
21501,9
33320,9
15184,9
1309,9
16735,9
1957,9
33095,9
22364,9
30259,9
1007,9
15701,9
16949,9
13094,9
26108,9
32809,9
11557,9
17242,9
15655,9
4159,9
6206,9
3924,9
17697,9
29479,9
16828,9
8249,9
18216,9
30510,9
19291,9
3106,9
14638,9
21855,9
6202,9
10659,9
26916,9
25945,9
30689,9
23036,9
24414,9
800,9
21269,9
27577,9
31788,9
9276,9
27431,9
17175,9
8494,9
298,9
30177,9
9648,9
28213,9
24922,9
17687,9
22367,9
29747,9
7452,9
18723,9
34575,9
14105,9
32255,9
14127,9
7739,9
13297,9
8114,9
12859,9
33602,9
27692,9
9514,9
32597,9
22286,9
28177,9
1356,9
31273,9
25568,9
3893,9
10032,9
13069,9
11022,9
29666,9
21761,9
30010,9
14248,9
24915,9
3381,9
26963,9
23359,9
5194,9
22273,9
32275,9
11831,9
20293,9
3850,9
15155,9
19953,9
30979,9
8780,9
4644,9
33051,9
27179,9
23879,9
14604,9
3336,9
18177,9
19286,9
31034,9
5899,9
27474,9
29521,9
10511,9
27969,9
33050,9
6921,9
2827,9
13068,9
12595,9
29956,9
5384,9
9240,9
24321,9
25598,9
32067,9
33061,9
20547,9
18496,9
11319,9
20285,9
18749,9
28223,9
10505,9
15668,9
29955,9
7005,9
11842,9
23814,9
9015,9
17221,9
11528,9
4956,9
30761,9
6960,9
28712,9
420,9
23366,9
27722,9
25151,9
34077,9
350,9
1095,9
3142,9
26369,9
38,9
24039,9
23460,9
4401,9
16975,9
27904,9
33565,9
12554,9
22962,9
14603,9
14782,9
24995,9
1564,9
18756,9
7711,9
10317,9
20229,9
6586,9
12706,9
30544,9
3853,9
8247,9
2488,9
8457,9
14760,9
7984,9
21255,9
8619,9
17999,9
5104,9
22093,9
21817,9
20915,9
13621,9
32684,9
27908,9
23810,9
29247,9
2311,9
17215,9
7523,9
15900,9
430,9
21260,9
23309,9
3425,9
22448,9
13105,9
32009,9
26439,9
9759,9
5892,9
26641,9
5940,9
9639,9
10034,9
18453,9
21820,9
19305,9
6404,9
23976,9
11010,9
2822,9
18855,9
11570,9
31043,9
19817,9
4451,9
28735,9
5941,9
10686,9
8783,9
16806,9
13805,9
14129,9
17727,9
587,9
18280,9
9247,9
8757,9
9985,9
1335,9
21057,9
1797,9
3382,9
24109,9
25149,9
19986,9
75,9
14593,9
30229,9
24544,9
775,9
11811,9
33561,9
6217,9
14695,9
18491,9
17664,9
21762,9
23811,9
15950,9
2491,9
7435,9
13822,9
18176,9
30470,9
27960,9
28498,9
3380,9
13736,9
11568,9
4919,9
821,9
30982,9
8461,9
22961,9
20912,9
5156,9
2824,9
20799,9
34597,9
23973,9
15905,9
27397,9
6121,9
25402,9
22015,9
24122,9
4074,9
29961,9
28984,9
25867,9
310,9
16128,9
586,9
32759,9
32520,9
32802,9
10547,9
19011,9
4126,9
10509,9
29038,9
29154,9
6193,9
2123,9
25408,9
29506,9
8246,9
19022,9
11753,9
10822,9
27453,9
15671,9
19739,9
18259,9
12210,9
28233,9
6053,9
16304,9
7953,9
2100,9
22353,9
34080,9
31551,9
25618,9
10172,9
2322,9
26680,9
275,9
6928,9
2865,9
5190,9
1092,9
16201,9
20543,9
15124,9
9280,9
19479,9
3930,9
19769,9
8730,9
32254,9
1809,9
26428,9
8536,9
581,9
14613,9
15689,9
24862,9
3889,9
20559,9
7735,9
33277,9
16461,9
1840,9
15125,9
30649,9
10144,9
28217,9
6214,9
16918,9
30266,9
17980,9
18967,9
6651,9
16220,9
14249,9
14898,9
15636,9
26081,9
6956,9
2553,9
33611,9
21991,9
13893,9
22446,9
9488,9
13586,9
3349,9
11189,9
16679,9
5660,9
1447,9
13238,9
23624,9
30490,9
24919,9
3887,9
24595,9
34143,9
25167,9
27214,9
14610,9
19018,9
24357,9
32545,9
21285,9
30017,9
9495,9
19282,9
14915,9
10058,9
10817,9
34318,9
10549,9
18509,9
16957,9
28446,9
10513,9
17893,9
68,9
12354,9
10305,9
12617,9
6476,9
17839,9
26130,9
23980,9
15656,9
13129,9
17235,9
11764,9
27131,9
2894,9
28238,9
17236,9
19285,9
21071,9
25406,9
1294,9
9561,9
11261,9
19796,9
34590,9
2867,9
7611,9
4959,9
12718,9
28085,9
27472,9
30251,9
9212,9
1053,9
1094,9
18245,9
17671,9
1295,9
15425,9
21938,9
26681,9
24390,9
16974,9
20542,9
34216,9
15706,9
1373,9
27561,9
7473,9
27210,9
18964,9
8123,9
4364,9
24574,9
2892,9
23062,9
14171,9
12087,9
12865,9
19514,9
14912,9
16181,9
3891,9
498,9
5614,9
22604,9
19361,9
17722,9
15113,9
6925,9
27049,9
33208,9
11575,9
34357,9
15906,9
306,9
21566,9
8258,9
12352,9
15898,9
31786,9
25917,9
29155,9
1565,9
13362,9
23014,9
4371,9
10516,9
502,9
14614,9
12567,9
1076,9
28959,9
27420,9
31038,9
29754,9
5191,9
7238,9
25012,9
3344,9
13379,9
9048,9
33768,9
24407,9
5939,9
14682,9
12121,9
33845,9
13246,9
28176,9
24860,9
3065,9
23598,9
952,9
26019,9
4662,9
23323,9
31671,9
12864,9
2028,9
19373,9
25144,9
25524,9
33716,9
31143,9
24650,9
30793,9
21426,9
2119,9
11681,9
8175,9
25884,9
30468,9
0,9
21115,9
8887,9
17595,9
14450,9
2164,9
30702,9
17083,9
18556,9
21978,9
1714,9
24027,9
629,9
30174,9
509,9
30396,9
17021,9
34240,9
30093,9
3762,9
22201,9
18107,9
7799,9
481,9
2229,9
26809,9
29588,9
8880,9
12978,9
8717,9
9328,9
23231,9
17409,9
21507,9
2459,9
28558,9
2971,9
16510,9
10708,9
15235,9
27529,9
13698,9
22929,9
11277,9
23951,9
2000,9
6022,9
27100,9
28349,9
6773,9
22202,9
29304,9
13186,9
6610,9
13495,9
22927,9
11956,9
28348,9
29066,9
14294,9
6535,9
34328,9
6833,9
12980,9
16359,9
29372,9
25278,9
13492,9
31933,9
12677,9
13212,9
13436,9
24582,9
26238,9
6529,9
5581,9
10418,9
22921,9
32441,9
16049,9
10870,9
30725,9
29068,9
4992,9
20422,9
11443,9
13488,9
16575,9
8883,9
2742,9
695,9
11895,9
29369,9
11722,9
3699,9
13724,9
13489,9
31928,9
27775,9
31869,9
22416,9
15477,9
7860,9
3766,9
13188,9
19135,9
20971,9
11440,9
7862,9
19859,9
14003,9
3459,9
9847,9
19432,9
13700,9
31417,9
8881,9
2228,9
26745,9
34186,9
32443,9
5074,9
5745,9
34403,9
25727,9
30215,9
31868,9
17531,9
27628,9
33682,9
14513,9
13429,9
30905,9
1505,9
25486,9
5603,9
25215,9
27262,9
31629,9
25604,9
6043,9
23165,9
14735,9
7336,9
9691,9
10414,9
28837,9
18446,9
8588,9
9902,9
15021,9
24587,9
4561,9
27815,9
21619,9
25766,9
26067,9
2168,9
1415,9
26279,9
32873,9
9903,9
18597,9
6319,9
29346,9
8872,9
29577,9
7044,9
15019,9
5584,9
33468,9
32419,9
20877,9
33896,9
23427,9
7290,9
34464,9
22914,9
33977,9
13273,9
9389,9
21667,9
17569,9
634,9
31398,9
11388,9
24965,9
23508,9
25555,9
29661,9
5240,9
25567,9
33386,9
18081,9
14331,9
7120,9
4216,9
13999,9
34489,9
18547,9
13710,9
27028,9
29079,9
14336,9
14509,9
23201,9
7051,9
4101,9
9341,9
391,9
34492,9
14720,9
15528,9
9899,9
1945,9
18046,9
29579,9
28564,9
25580,9
15830,9
173,9
18945,9
13783,9
24699,9
4269,9
10410,9
8819,9
3758,9
176,9
18828,9
9842,9
31114,9
20666,9
5602,9
2737,9
8884,9
15318,9
17408,9
19457,9
10624,9
7285,9
13494,9
11379,9
33894,9
32222,9
12302,9
631,9
22141,9
32957,9
27296,9
17423,9
2529,9
27103,9
15872,9
8316,9
13825,9
30839,9
16858,9
9721,9
30088,9
9602,9
1709,9
7854,9
7139,9
32376,9
9843,9
16384,9
10411,9
15017,9
20440,9
2735,9
4484,9
31215,9
22180,9
9629,9
23164,9
8204,9
27258,9
32440,9
7281,9
29188,9
5742,9
20069,9
22118,9
22390,9
11881,9
12698,9
33133,9
17860,9
8679,9
32461,9
18532,9
14020,9
7873,9
8297,9
21704,9
18634,9
30306,9
26830,9
24783,9
707,9
27342,9
7551,9
19557,9
30722,9
15739,9
27854,9
4510,9
11641,9
24264,9
18123,9
32460,9
27337,9
10649,9
26560,9
25779,9
29635,9
1217,9
12190,9
18632,9
14534,9
29902,9
13510,9
19396,9
17098,9
6851,9
16998,9
25458,9
14953,9
18103,9
32432,9
7362,9
24976,9
17609,9
29698,9
7038,9
13419,9
6624,9
7874,9
9925,9
1996,9
9081,9
4288,9
14282,9
21367,9
20680,9
19316,9
30658,9
29386,9
8201,9
7039,9
13181,9
23244,9
1642,9
27590,9
1037,9
15308,9
33260,9
27851,9
15555,9
11272,9
5577,9
21196,9
34155,9
32116,9
31433,9
5736,9
25463,9
10239,9
20067,9
12286,9
7364,9
23756,9
8575,9
14796,9
459,9
5224,9
24268,9
4553,9
24070,9
22023,9
11784,9
6600,9
29384,9
9679,9
24040,9
11456,9
12794,9
892,9
23528,9
5830,9
8648,9
22983,9
20934,9
17387,9
30922,9
22734,9
709,9
25024,9
4807,9
29387,9
1995,9
20684,9
31091,9
17613,9
8713,9
15468,9
5831,9
26313,9
17507,9
20172,9
20338,9
22223,9
10862,9
18371,9
33309,9
13693,9
34479,9
21959,9
17018,9
24517,9
2945,9
6328,9
10654,9
28677,9
16061,9
14748,9
23435,9
28167,9
20423,9
20603,9
33377,9
625,9
6770,9
8894,9
24187,9
2058,9
17075,9
27318,9
1648,9
16874,9
10254,9
25724,9
7352,9
1211,9
34475,9
11723,9
18099,9
13768,9
9332,9
19911,9
9720,9
12988,9
12008,9
30188,9
10767,9
17410,9
10142,9
26292,9
20600,9
13502,9
18555,9
16358,9
27260,9
10941,9
7554,9
2675,9
12916,9
15750,9
6331,9
33449,9
6842,9
30606,9
31926,9
5747,9
22410,9
7354,9
13503,9
26605,9
16562,9
24758,9
9333,9
5235,9
186,9
3184,9
33450,9
31168,9
18825,9
32940,9
26801,9
21905,9
5641,9
22981,9
7688,9
31088,9
11960,9
3555,9
6524,9
28850,9
2670,9
2430,9
3260,9
23412,9
31922,9
21365,9
2158,9
20660,9
33966,9
21684,9
13496,9
3695,9
30723,9
20343,9
15977,9
16057,9
18022,9
28531,9
30659,9
14347,9
30064,9
29361,9
9673,9
5600,9
15464,9
17271,9
30577,9
384,9
3966,9
32193,9
29362,9
25095,9
700,9
13284,9
30847,9
27542,9
12154,9
7064,9
26483,9
5310,9
12813,9
17386,9
33965,9
5822,9
24753,9
19399,9
15976,9
923,9
4287,9
33453,9
27631,9
25538,9
10936,9
895,9
1135,9
30194,9
9323,9
27659,9
24467,9
15882,9
26776,9
5082,9
25102,9
661,9
11229,9
24729,9
18841,9
18076,9
18572,9
10368,9
33664,9
15255,9
34436,9
14853,9
19613,9
9856,9
33940,9
1173,9
25753,9
29834,9
17565,9
1026,9
1685,9
5783,9
15491,9
13442,9
20124,9
24222,9
23183,9
21134,9
12432,9
31371,9
30858,9
5270,9
6029,9
29650,9
2051,9
6145,9
4571,9
7814,9
19098,9
8597,9
30616,9
19353,9
34453,9
28829,9
18586,9
8322,9
7058,9
4228,9
3218,9
2520,9
22426,9
20947,9
31882,9
16351,9
9879,9
22940,9
32727,9
28629,9
18589,9
22687,9
33412,9
13718,9
29598,9
6807,9
4608,9
14481,9
33414,9
13781,9
23187,9
32407,9
28122,9
11421,9
7323,9
23699,9
19601,9
19934,9
13969,9
14289,9
17035,9
10195,9
14298,9
25231,9
15760,9
14340,9
10634,9
18576,9
16529,9
34450,9
31186,9
153,9
33417,9
18058,9
14728,9
10712,9
6810,9
19600,9
19422,9
1431,9
21469,9
16395,9
5781,9
4054,9
12170,9
32640,9
13705,9
34438,9
3587,9
7681,9
21405,9
27546,9
23197,9
31896,9
19467,9
13786,9
2711,9
28546,9
29593,9
10899,9
472,9
31191,9
32409,9
22153,9
24221,9
23940,9
6292,9
2198,9
28034,9
25743,9
6804,9
31384,9
19102,9
33927,9
11410,9
7316,9
19979,9
17361,9
2194,9
17929,9
31759,9
3474,9
12427,9
10376,9
9356,9
7640,9
19866,9
22150,9
13966,9
1939,9
26244,9
25612,9
5262,9
15837,9
3721,9
8841,9
19923,9
25732,9
23683,9
6798,9
24017,9
17536,9
11231,9
29597,9
22517,9
31644,9
986,9
24991,9
21404,9
22936,9
19073,9
32920,9
26527,9
18386,9
26270,9
32390,9
16349,9
17539,9
18049,9
31364,9
30735,9
28686,9
2186,9
14987,9
20490,9
23504,9
28805,9
9358,9
17821,9
14477,9
6038,9
29831,9
1940,9
8845,9
32388,9
3722,9
7063,9
21123,9
29082,9
32924,9
27265,9
10380,9
19077,9
137,9
15367,9
26756,9
20611,9
4236,9
31361,9
25218,9
16001,9
28059,9
26525,9
23562,9
25757,9
21659,9
30167,9
30104,9
30705,9
23194,9
1497,9
2704,9
18843,9
33297,9
8341,9
4240,9
14231,9
19920,9
13440,9
34249,9
15326,9
2707,9
3584,9
17822,9
5264,9
6035,9
3219,9
17562,9
13719,9
34434,9
18074,9
20123,9
3479,9
21400,9
30856,9
23692,9
23173,9
12936,9
33438,9
22659,9
23505,9
23685,9
15761,9
6105,9
11667,9
7821,9
30108,9
18566,9
4237,9
6796,9
21912,9
26762,9
24589,9
5261,9
33951,9
24196,9
20102,9
32785,9
12438,9
2694,9
4741,9
6788,9
13817,9
27293,9
1430,9
7827,9
32406,9
5787,9
9885,9
17579,9
920,9
28334,9
125,9
4223,9
3746,9
10192,9
17013,9
2564,9
21377,9
17283,9
14970,9
12923,9
33459,9
4735,9
23054,9
10360,9
24744,9
22703,9
2442,9
32877,9
7807,9
15523,9
5018,9
17580,9
21678,9
22912,9
15827,9
28329,9
10126,9
28551,9
5127,9
33901,9
30892,9
30171,9
6781,9
4103,9
11662,9
11227,9
29296,9
9178,9
19063,9
17065,9
26584,9
27009,9
29058,9
12455,9
1493,9
24235,9
18088,9
22645,9
3028,9
15314,9
32878,9
28844,9
1661,9
2723,9
29147,9
5280,9
6614,9
469,9
33970,9
18090,9
9103,9
18396,9
11384,9
163,9
14498,9
30596,9
23519,9
32732,9
13985,9
23724,9
24450,9
32151,9
1929,9
14841,9
16559,9
11663,9
30888,9
17523,9
25719,9
5241,9
3751,9
20082,9
31184,9
21004,9
123,9
18593,9
32134,9
33689,9
23203,9
8876,9
11148,9
8667,9
6620,9
28279,9
25477,9
21379,9
20083,9
11437,9
33976,9
18035,9
2055,9
10639,9
33690,9
9614,9
13708,9
17524,9
10912,9
15010,9
23566,9
21519,9
11165,9
3551,9
30084,9
25586,9
21110,9
980,9
21888,9
25200,9
11427,9
7686,9
18093,9
26121,9
15245,9
30219,9
7049,9
510,9
27307,9
8194,9
10243,9
20439,9
1659,9
4100,9
5753,9
5591,9
31919,9
27600,9
25239,9
14288,9
5519,9
1691,9
24541,9
23696,9
9098,9
28112,9
7134,9
11396,9
21137,9
8351,9
5004,9
17545,9
12445,9
8325,9
10372,9
10393,9
156,9
11736,9
21142,9
29842,9
15754,9
21895,9
5278,9
3713,9
4,9
32217,9
28624,9
12178,9
16027,9
32909,9
13317,9
26774,9
22132,9
33418,9
18310,9
6809,9
14852,9
18910,9
8077,9
21136,9
31104,9
21892,9
19083,9
31704,9
26638,9
1154,9
3203,9
28685,9
25051,9
12956,9
15005,9
23510,9
18571,9
28547,9
32641,9
19603,9
8659,9
28300,9
15753,9
16029,9
20104,9
13704,9
16006,9
7168,9
5121,9
33693,9
8345,9
12443,9
12953,9
6613,9
15363,9
4765,9
6812,9
8859,9
10906,9
18903,9
157,9
29144,9
31193,9
33300,9
10394,9
7292,9
24723,9
14809,9
17015,9
33222,9
24212,9
7175,9
16024,9
2174,9
11930,9
31755,9
6307,9
8356,9
1534,9
30895,9
2445,9
2005,9
20087,9
7331,9
3198,9
20956,9
18957,9
10120,9
3201,9
7054,9
13195,9
21143,9
669,9
6037,9
19604,9
11416,9
13467,9
31618,9
397,9
34445,9
22167,9
25562,9
11219,9
32911,9
27283,9
12952,9
15001,9
15313,9
3710,9
26496,9
33934,9
9851,9
13945,9
21652,9
18039,9
26258,9
29194,9
16908,9
33402,9
11746,9
8814,9
3089,9
19692,9
4823,9
29024,9
23262,9
33638,9
5057,9
10603,9
10750,9
17629,9
33525,9
17133,9
2415,9
26329,9
11232,9
26489,9
1909,9
12144,9
